"Test Suite","Test Case","Test Step","Step Type","Step Status","Result message","Execution Date"
"Quiz App API TestSuite","/user/ TestCase","Request 1","restrequest","OK","","22-Nov-2024 10_00",
"Quiz App API TestSuite","/assignwork/ TestCase","Request 1","restrequest","OK","","22-Nov-2024 10_00",
